PRCSNAME,PRCSTYPE,OPRID,TSECONDS
POPO005,SQR Process,t.nowlin,10.895527
PO_PO_EMAIL,Application Engine,t.nowlin,15.023845
POPO005,SQR Process,t.nowlin,12.110227
PO_PO_EMAIL,Application Engine,t.nowlin,15.029326
PO_RECVPUSH,Application Engine,a.dancause,15.002459
PORQ010,SQR Report,t.nowlin,12.776709
VFSA0001,Application Engine,PSFINBATCH,15.035136
GL_JEDIT_0,Application Engine,d.black,60.120789
FS_STREAMLN,Application Engine,j.baer,106.840096
GL_JEDIT_0,Application Engine,d.black,57.018202
GL_JP,Application Engine,d.black,15.099199
NVSRUN,nVision-Report,d.black,26.496364
PO_RECVPUSH,Application Engine,t.nowlin,15.008546
FS_STREAMLN,Application Engine,j.baer,90.160792
PO_RECVPUSH,Application Engine,r.bell,15.011709
PORQ010,SQR Report,r.bell,12.604497
PO_RECVPUSH,Application Engine,r.johnson,15.013639
FS_STREAMLN,Application Engine,j.baer,45.049124
FS_STREAMLN,Application Engine,j.baer,45.071698
AP_MATCH,Application Engine,j.baer,15.008033
FS_STREAMLN,Application Engine,j.baer,45.053184
PORQ010,SQR Report,r.bell,12.817464
PO_RECVPUSH,Application Engine,r.johnson,15.011777
NVSRUN,nVision-Report,l.bratton,253.687999
FS_STREAMLN,Application Engine,j.baer,60.416463
NVSRUN,nVision-Report,d.black,41.647506
DRILLDWN,nVision-Report,d.black,29.045788
VPTA0001,Application Engine,PSFINBATCH,14.59255
VFSA0001,Application Engine,PSFINBATCH,15.227298
VPOA0002,Application Engine,PSFINBATCH,15.041536
PO_RECVPUSH,Application Engine,r.johnson,14.994
NVSRUN,nVision-Report,l.bratton,282.200023
NVSRUN,nVision-Report,l.bratton,57.528953
PO_RECVPUSH,Application Engine,r.johnson,15.01393
PO_RECVPUSH,Application Engine,r.johnson,15.019165
NVSRUN,nVision-Report,l.bratton,374.686912
NVSRUN,nVision-Report,l.bratton,375.721438
PV_AUTO_SRC,Application Engine,r.bell,75.349381
POPO005,SQR Report,r.bell,12.752529
GL_JEDIT_0,Application Engine,d.black,90.111328
GL_JP,Application Engine,d.black,30.03654
POPO005,SQR Process,r.bell,12.110015
PO_PO_EMAIL,Application Engine,r.bell,15.011596
DRILLDWN,nVision-Report,m.sutton,26.263181
VFSA0001,Application Engine,PSFINBATCH,15.015978
PV_AUTO_SRC,Application Engine,t.nowlin,60.523983
POPO005,SQR Report,t.nowlin,12.046248
POPO005,SQR Process,t.nowlin,13.022295
PO_PO_EMAIL,Application Engine,t.nowlin,15.025759
PV_AUTO_SRC,Application Engine,t.nowlin,60.076767
POPO005,SQR Report,t.nowlin,11.812545
GL_JEDIT_0,Application Engine,m.elbeck,45.062181
GLX7501,XML Publisher,m.elbeck,15.177314
POPO005,SQR Process,t.nowlin,13.491968
PO_PO_EMAIL,Application Engine,t.nowlin,15.088663
NVSRUN,nVision-Report,m.elbeck,26.275687
PV_AUTO_SRC,Application Engine,t.nowlin,60.1072
POPO005,SQR Report,t.nowlin,11.513348
POPO005,SQR Process,t.nowlin,12.122136
PO_PO_EMAIL,Application Engine,t.nowlin,15.009858
DRILLDWN,nVision-Report,m.elbeck,26.693986
GL_JEDIT_0,Application Engine,m.elbeck,30.036253
NVSRUN,nVision-Report,m.elbeck,11.39494
VFSA0001,Application Engine,PSFINBATCH,15.025528
DRILLDWN,nVision-Report,m.elbeck,11.210005
DRILLDWN,nVision-Report,c.caezza,26.323339
VFSA0001,Application Engine,PSFINBATCH,14.829003
PRCSYSPURGE,Application Engine,PSFINSERV,75.200938
PSXP_DIRCLN,Application Engine,PSFINSERV,15.079207
PRCSSRVCLN,Application Engine,PSFINSERV,15.85563
PSXP_DIRCLN,Application Engine,PSFINSERV,15.002869
PSXPARCHATTR,Application Engine,PSFINSERV,14.619817
VGLA0001,Application Engine,NVBATCH,60.083781
RPTBOOK,nVision-ReportBook,NVBATCH,1183.989759
RPTBOOK,nVision-ReportBook,NVBATCH,1849.773844
RPTBOOK,nVision-ReportBook,NVBATCH,2045.466855
RPTBOOK,nVision-ReportBook,NVBATCH,2028.925145
RPTBOOK,nVision-ReportBook,NVBATCH,373.936262
RPTBOOK,nVision-ReportBook,NVBATCH,44.199411
RPTBOOK,nVision-ReportBook,NVBATCH,360.302808
RPTBOOK,nVision-ReportBook,NVBATCH,1292.786559
APY1090-,Crystal,PSFINBATCH,16.218347
APY1090-,Crystal,PSFINBATCH,12.067002
APY1090-,Crystal,PSFINBATCH,12.25976
APY1090-,Crystal,PSFINBATCH,12.487363
APY1090-,Crystal,PSFINBATCH,12.537319
VAPA0004,Application Engine,PSFINBATCH,13.629396
VAPA0003,Application Engine,PSFINBATCH,30.385387
AP_VCHRBLD,Application Engine,PSFINBATCH,195.312359
VAPA0005,Application Engine,PSFINBATCH,15.028799
VFSA0001,Application Engine,PSFINBATCH,14.99975
PV_AUTO_SRC,Application Engine,r.bell,74.729349
PV_AUTO_SRC,Application Engine,r.bell,60.17212
NVSRUN,nVision-Report,c.caezza,26.897195
PORQ010,SQR Report,t.nowlin,11.6638
POPO005,SQR Report,r.bell,5.65446
POPO005,SQR Report,r.bell,11.376439
VFSA0001,Application Engine,PSFINBATCH,14.981974
PO_RECVPUSH,Application Engine,t.nowlin,15.006916
POPO005,SQR Process,r.bell,11.806256
PO_PO_EMAIL,Application Engine,r.bell,15.010516
POPO005,SQR Process,r.bell,13.751836
PO_PO_EMAIL,Application Engine,r.bell,15.018802
FS_STREAMLN,Application Engine,tr.johnson,105.72454
AP_MATCH,Application Engine,tr.johnson,15.013658
NVSRUN,nVision-Report,m.sutton,42.842561
NVSRUN,nVision-Report,m.sutton,28.729007
DRILLDWN,nVision-Report,m.sutton,13.961652
PO_RECVPUSH,Application Engine,r.bell,15.002936
PO_RECVPUSH,Application Engine,r.bell,15.019332
PORQ010,SQR Report,r.bell,11.418874
GL_JEDIT_0,Application Engine,c.caezza,29.984627
V_AM1000,SQR Process,v.wester,6.607423
GL_JP,Application Engine,c.caezza,15.011668
RPTBOOK,nVision-ReportBook,l.bratton,373.414558
AMIF1000,Application Engine,v.wester,29.420687
AM_DEPR_CALC,Application Engine,v.wester,32.189905
AMDPCALC,SQR Process,v.wester,9.763212
GL_JEDIT_0,Application Engine,c.caezza,60.00585
NVSRUN,nVision-Report,e.kohli,43.304163
AM_AMAEDIST,Application Engine,v.wester,60.084736
GL_JP,Application Engine,c.caezza,15.010516
NVSRUN,nVision-Report,e.kohli,41.820496
GL_JEDIT_0,Application Engine,c.caezza,29.99634
GL_JEDIT_0,Application Engine,l.bratton,31.328043
GL_JP,Application Engine,c.caezza,13.940855
GL_JP,Application Engine,l.bratton,15.015819
GL_JEDIT_0,Application Engine,l.bratton,30.042539
GL_JP,Application Engine,l.bratton,15.011695
FS_STREAMLN,Application Engine,tr.johnson,107.965466
FS_STREAMLN,Application Engine,tr.johnson,91.846351
FS_STREAMLN,Application Engine,tr.johnson,72.567249
FS_STREAMLN,Application Engine,tr.johnson,59.908203
NVSRUN,nVision-Report,d.robinson,25.921394
DRILLDWN,nVision-Report,d.robinson,28.833673
VFSA0001,Application Engine,PSFINBATCH,15.027419
GL_JEDIT_0,Application Engine,d.black,30.034362
GL_JP,Application Engine,d.black,15.008561
PORQ010,SQR Report,t.nowlin,12.651355
NVSRUN,nVision-Report,j.walt,26.356974
NVSRUN,nVision-Report,d.robinson,26.56254
GL_JEDIT_0,Application Engine,c.caezza,31.095132
NVSRUN,nVision-Report,d.black,11.888384
GL_JP,Application Engine,c.caezza,15.103926
DRILLDWN,nVision-Report,d.black,28.9693
AM_DEPR_CALC,Application Engine,v.wester,61.680115
AMDPCALC,SQR Process,v.wester,20.021736
AM_AMAEDIST,Application Engine,v.wester,30.369875
AM_AMAEDIST,Application Engine,v.wester,75.124342
V_UPDSTG_EXP,Application Engine,g.murdock,14.971278
INPSSTGE,COBOL SQL,g.murdock,13.943886
INS3500,SQR Report,g.murdock,11.87549
INPPPTWY,COBOL SQL,g.murdock,14.697101
GL_JEDIT_0,Application Engine,c.caezza,30.030471
NVSRUN,nVision-Report,v.wester,26.504185
DRILLDWN,nVision-Report,v.wester,26.869916
DRILLDWN,nVision-Report,d.black,13.92087
DRILLDWN,nVision-Report,d.black,27.988718
IN_FUL_DPL,Application Engine,j.christian,30.988965
NVSRUN,nVision-Report,v.wester,78.126117
FS_STREAMLN,Application Engine,l.cator,31.108418
V_UPDSTG_EXP,Application Engine,j.christian,15.041419
V_UPDSTG_EXP,Application Engine,j.christian,15.007967
INPSSTGE,COBOL SQL,j.christian,14.149006
INPSSTGE,COBOL SQL,j.christian,14.773246
INS3500,SQR Report,j.christian,12.878783
INPPPTWY,COBOL SQL,j.christian,14.727051
INS3500,SQR Report,j.christian,14.066827
IN_FUL_DPL,Application Engine,j.christian,15.02711
INPPPTWY,COBOL SQL,j.christian,14.803335
V_UPDSTG_EXP,Application Engine,j.christian,15.074707
PORQ010,SQR Report,t.nowlin,13.440242
INPSSTGE,COBOL SQL,j.christian,14.728929
INS3500,SQR Report,j.christian,13.588189
INPPPTWY,COBOL SQL,j.christian,14.741911
V_UPDSTG_EXP,Application Engine,j.christian,15.001415
INPSSTGE,COBOL SQL,j.christian,14.604531
INS3500,SQR Report,j.christian,14.170482
INPPPTWY,COBOL SQL,j.christian,14.735529
DRILLDWN,nVision-Report,d.black,13.231934
DRILLDWN,nVision-Report,d.black,27.406608
FS_STREAMLN,Application Engine,l.cator,30.042027
NVSRUN,nVision-Report,c.caezza,13.957067
NVSRUN,nVision-Report,c.caezza,13.96679
DRILLDWN,nVision-Report,v.wester,13.969744
GL_JEDIT_0,Application Engine,l.bratton,30.060728
GL_JP,Application Engine,l.bratton,15.036176
NVSRUN,nVision-Report,v.wester,11.224113
GL_JEDIT_0,Application Engine,d.black,30.037519
GL_JP,Application Engine,d.black,15.016227
DRILLDWN,nVision-Report,d.black,13.843055
DRILLDWN,nVision-Report,v.wester,13.984951
NVSRUN,nVision-Report,j.sadusky,117.096582
DRILLDWN,nVision-Report,j.sadusky,41.610113
PORQ010,SQR Report,t.nowlin,11.633047
NVSRUN,nVision-Report,l.bratton,41.754419
VPTA0001,Application Engine,PSFINBATCH,14.679553
VFSA0001,Application Engine,PSFINBATCH,14.118378
VPOA0002,Application Engine,PSFINBATCH,15.016871
DRILLDWN,nVision-Report,l.bratton,11.84433
FS_STREAMLN,Application Engine,tr.johnson,45.013618
GL_JEDIT_0,Application Engine,l.bratton,30.044792
GL_JP,Application Engine,l.bratton,15.102022
DRILLDWN,nVision-Report,l.bratton,26.450229
DRILLDWN,nVision-Report,l.bratton,13.118196
DRILLDWN,nVision-Report,l.bratton,13.940509
DRILLDWN,nVision-Report,l.bratton,14.047408
DRILLDWN,nVision-Report,l.bratton,14.028895
DRILLDWN,nVision-Report,l.bratton,13.989935
GL_JEDIT_0,Application Engine,l.bratton,30.03348
GL_JP,Application Engine,l.bratton,15.036869
PO_RECVPUSH,Application Engine,k.andrews,45.039261
INPSSTGE,COBOL SQL,k.andrews,14.316552
INS3500,SQR Report,k.andrews,13.242218
INPPPTWY,COBOL SQL,k.andrews,14.712736
PO_RECVPUSH,Application Engine,s.golding,14.988727
PO_RECVPUSH,Application Engine,s.golding,15.015156
IN_FUL_DPL,Application Engine,m.lopez,15.037334
V_UPDSTG_EXP,Application Engine,m.lopez,15.004903
INPSSTGE,COBOL SQL,m.lopez,14.344046
INS3500,SQR Report,m.lopez,12.318899
INPPPTWY,COBOL SQL,m.lopez,14.268653
PV_AUTO_SRC,Application Engine,t.nowlin,76.246512
POPO005,SQR Report,t.nowlin,12.364331
INPPPTWY,COBOL SQL,g.murdock,14.652199
NVSRUN,nVision-Report,d.black,74.69938
AP_MATCH,Application Engine,l.cator,107.648121
POPO005,SQR Process,t.nowlin,11.973316
PO_PO_EMAIL,Application Engine,t.nowlin,14.45308
NVSRUN,nVision-Report,l.cator,26.093684
NVSRUN,nVision-Report,l.bratton,57.616447
V_ASSET_LOAD,Application Engine,v.wester,14.93072
FS_STREAMLN,Application Engine,j.baer,46.102373
FS_STREAMLN,Application Engine,j.baer,45.079167
AMIF1000,Application Engine,v.wester,45.107961
DRILLDWN,nVision-Report,l.cator,26.235183
AM_DEPR_CALC,Application Engine,v.wester,48.283941
AMDPCALC,SQR Process,v.wester,5.538182
AM_AMAEDIST,Application Engine,v.wester,45.064886
DRILLDWN,nVision-Report,d.black,11.736582
VCHR_APRV_AF,Application Engine,l.cator,31.107373
DRILLDWN,nVision-Report,d.black,14.034011
VFSA0001,Application Engine,PSFINBATCH,15.047505
NVSRUN,nVision-Report,c.stern,25.443684
DRILLDWN,nVision-Report,c.stern,13.896464
FS_STREAMLN,Application Engine,tr.johnson,30.059954
GL_JEDIT_0,Application Engine,m.elbeck,45.051889
NVSRUN,nVision-Report,m.elbeck,26.727483
DRILLDWN,nVision-Report,m.elbeck,14.015553
GL_JEDIT_0,Application Engine,l.bratton,30.030683
GL_JEDIT_0,Application Engine,l.bratton,30.147593
V_BILLTR,SQR Report,n.cdebaca,12.787997
ECIN0001,SQR Report,n.cdebaca,12.974649
AP_VCHRBLD,Application Engine,n.cdebaca,151.416137
DRILLDWN,nVision-Report,c.caezza,11.426671
GL_JEDIT_0,Application Engine,c.caezza,30.03239
GL_JP,Application Engine,c.caezza,15.012709
NVSRUN,nVision-Report,e.kohli,116.775913
DRILLDWN,nVision-Report,e.kohli,26.860191
DRILLDWN,nVision-Report,e.kohli,26.748222
VFSA0001,Application Engine,PSFINBATCH,15.03557
GL_JEDIT_0,Application Engine,c.caezza,30.029858
GL_JP,Application Engine,c.caezza,15.016081
DRILLDWN,nVision-Report,m.sutton,13.617054
GL_JEDIT_0,Application Engine,c.caezza,31.100969
GL_JP,Application Engine,c.caezza,15.008198
GL_JEDIT_0,Application Engine,c.caezza,30.047761
GL_JP,Application Engine,c.caezza,15.029186
GL_JEDIT_0,Application Engine,c.caezza,30.024355
GL_JP,Application Engine,c.caezza,15.027951
GL_JEDIT_0,Application Engine,c.caezza,30.016505
GL_JP,Application Engine,c.caezza,15.011956
GL_JEDIT_0,Application Engine,m.elbeck,45.745685
GLX7501,XML Publisher,m.elbeck,15.027648
VFSA0001,Application Engine,PSFINBATCH,15.021445
PRCSYSPURGE,Application Engine,PSFINSERV,60.090051
PRCSSRVCLN,Application Engine,PSFINSERV,16.875964
PSXP_DIRCLN,Application Engine,PSFINSERV,15.063104
PSXP_DIRCLN,Application Engine,PSFINSERV,15.026445
PSXPARCHATTR,Application Engine,PSFINSERV,13.293403
V_BILLTR,SQR Report,b.stephens,11.847499
ECIN0001,SQR Report,b.stephens,28.989202
AP_VCHRBLD,Application Engine,b.stephens,210.537225
VAPS0002,SQR Report,b.stephens,13.132704
ECIN0001,SQR Report,b.stephens,14.240339
AP_VCHRBLD,Application Engine,b.stephens,165.360369
VGLA0001,Application Engine,NVBATCH,60.12575
RPTBOOK,nVision-ReportBook,NVBATCH,1244.770888
RPTBOOK,nVision-ReportBook,NVBATCH,1820.393247
RPTBOOK,nVision-ReportBook,NVBATCH,2045.228257
RPTBOOK,nVision-ReportBook,NVBATCH,2028.322491
RPTBOOK,nVision-ReportBook,NVBATCH,374.058331
RPTBOOK,nVision-ReportBook,NVBATCH,44.197713
RPTBOOK,nVision-ReportBook,NVBATCH,358.146696
RPTBOOK,nVision-ReportBook,NVBATCH,1337.142468
APY1090-,Crystal,PSFINBATCH,16.404327
APY1090-,Crystal,PSFINBATCH,11.988373
APY1090-,Crystal,PSFINBATCH,12.476936
APY1090-,Crystal,PSFINBATCH,12.510652
APY1090-,Crystal,PSFINBATCH,12.476187
VAPA0004,Application Engine,PSFINBATCH,28.799798
VAPA0003,Application Engine,PSFINBATCH,30.030605
AP_VCHRBLD,Application Engine,PSFINBATCH,180.286188
VAPA0005,Application Engine,PSFINBATCH,15.007358
VFSA0001,Application Engine,PSFINBATCH,15.02193
IN_FUL_DPL,Application Engine,k.andrews,29.879218
V_UPDSTG_EXP,Application Engine,k.andrews,15.017121
INPSSTGE,COBOL SQL,k.andrews,14.060746
INS3500,SQR Report,k.andrews,11.926678
INPPPTWY,COBOL SQL,k.andrews,14.709301
V_UPDSTG_EXP,Application Engine,k.andrews,15.019809
INPSSTGE,COBOL SQL,k.andrews,14.699377
IN_FUL_DPL,Application Engine,k.andrews,15.013499
INS3500,SQR Report,k.andrews,13.407661
V_UPDSTG_EXP,Application Engine,k.andrews,15.024701
INPPPTWY,COBOL SQL,k.andrews,14.795921
V_UPDSTG_EXP,Application Engine,k.andrews,15.022401
INPSSTGE,COBOL SQL,k.andrews,14.768912
INPSSTGE,COBOL SQL,k.andrews,14.543436
INS3500,SQR Report,k.andrews,12.887879
INPPPTWY,COBOL SQL,k.andrews,14.752787
INS3500,SQR Report,k.andrews,14.045427
INPPPTWY,COBOL SQL,k.andrews,14.534009
PV_AUTO_SRC,Application Engine,r.bell,75.068397
VFSA0001,Application Engine,PSFINBATCH,15.008052
POPO005,SQR Report,r.bell,19.400617
DRILLDWN,nVision-Report,m.sutton,26.95185
POPO005,SQR Process,r.bell,12.186585
PO_PO_EMAIL,Application Engine,r.bell,15.030016
NVSRUN,nVision-Report,v.wester,14.02462
AP_PSTPYMNT,Application Engine,tr.johnson,29.988673
AP_PSTVCHR,Application Engine,tr.johnson,45.058465
AP_MATCH,Application Engine,tr.johnson,90.197339
NVSRUN,nVision-Report,v.wester,74.00371
NVSRUN,nVision-Report,v.wester,11.637952
AP_APY2015,Application Engine,tr.johnson,45.152063
AP_APY2050,Application Engine,tr.johnson,15.049931
APY2021-,Crystal Check,tr.johnson,6.298647
AP_APY2055,Application Engine,tr.johnson,15.026065
NVSRUN,nVision-Report,c.caezza,13.661836
AP_APY2015,Application Engine,tr.johnson,30.050754
DRILLDWN,nVision-Report,c.caezza,26.818978
AP_APY2015,Application Engine,tr.johnson,15.013824
AP_EMAIL_ADV,Application Engine,tr.johnson,30.278295
FIN2025,SQR Process,tr.johnson,12.040185
AP_APY2015,Application Engine,tr.johnson,60.103285
AP_EMAIL_ADV,Application Engine,tr.johnson,15.009798
DRILLDWN,nVision-Report,c.caezza,13.002164
APY2021-,Crystal Check,tr.johnson,7.787682
AP_APY2050,Application Engine,tr.johnson,15.020225
AP_APY2055,Application Engine,tr.johnson,15.032776
AP_APY2015,Application Engine,tr.johnson,60.163086
AP_APY2015,Application Engine,tr.johnson,45.071975
DRILLDWN,nVision-Report,v.wester,11.736945
AP_EMAIL_ADV,Application Engine,tr.johnson,255.671037
FIN2025,SQR Process,tr.johnson,27.705504
AP_APY2015,Application Engine,tr.johnson,45.048998
V_ASSET_LOAD,Application Engine,v.wester,13.78699
AP_APY2015,Application Engine,tr.johnson,15.038569
AMIF1000,Application Engine,v.wester,45.178363
AP_APY2050,Application Engine,tr.johnson,15.03327
APY2021-,Crystal Check,tr.johnson,8.103592
AP_APY2055,Application Engine,tr.johnson,15.035005
GL_JEDIT_0,Application Engine,d.black,30.024089
GL_JP,Application Engine,d.black,15.040248
AM_DEPR_CALC,Application Engine,v.wester,31.87066
AMDPCALC,SQR Process,v.wester,5.86227
AM_AMAEDIST,Application Engine,v.wester,60.092848
NVSRUN,nVision-Report,d.black,26.40924
DRILLDWN,nVision-Report,d.black,14.057444
DRILLDWN,nVision-Report,v.wester,25.149837
VFSA0001,Application Engine,PSFINBATCH,15.576497
DRILLDWN,nVision-Report,c.caezza,26.598609
GL_JEDIT_0,Application Engine,j.walt,29.776151
GL_JP,Application Engine,j.walt,15.015035
GL_JEDIT_0,Application Engine,j.walt,30.205182
GL_JP,Application Engine,j.walt,15.038445
NVSRUN,nVision-Report,d.robinson,26.790035
GL_JEDIT_0,Application Engine,j.walt,31.577475
VPTA0001,Application Engine,PSFINBATCH,14.310784
VFSA0001,Application Engine,PSFINBATCH,14.951023
VPOA0002,Application Engine,PSFINBATCH,15.030032
GL_JP,Application Engine,j.walt,15.031542
GL_JEDIT_0,Application Engine,j.walt,30.067201
GL_JP,Application Engine,j.walt,15.040189
GL_JEDIT_0,Application Engine,j.walt,30.035878
GL_JP,Application Engine,j.walt,15.012859
NVSRUN,nVision-Report,d.robinson,26.623412
GL_JEDIT_0,Application Engine,j.walt,30.041591
GL_JP,Application Engine,j.walt,15.012593
DRILLDWN,nVision-Report,d.black,24.913439
PORQ010,SQR Report,r.bell,11.792378
PORQ010,SQR Report,r.bell,13.552659
NVSRUN,nVision-Report,l.bratton,71.39917
DRILLDWN,nVision-Report,d.black,25.220264
PORQ010,SQR Report,t.nowlin,12.467671
VFSA0001,Application Engine,PSFINBATCH,14.044967
NVSRUN,nVision-Report,d.robinson,71.482051
NVSRUN,nVision-Report,d.robinson,56.224042
DRILLDWN,nVision-Report,d.robinson,11.271673
NVSRUN,nVision-Report,j.walt,26.806751
DRILLDWN,nVision-Report,d.robinson,13.999227
DRILLDWN,nVision-Report,d.robinson,13.749825
DRILLDWN,nVision-Report,d.robinson,13.273285
NVSRUN,nVision-Report,a.davis,26.383695
DRILLDWN,nVision-Report,a.davis,28.940639
PO_RECVPUSH,Application Engine,r.bell,14.777925
PO_RECVPUSH,Application Engine,r.bell,15.017331
VFSA0001,Application Engine,PSFINBATCH,15.044124
NVSRUN,nVision-Report,d.robinson,71.492823
DRILLDWN,nVision-Report,j.walt,13.086737
VFSA0001,Application Engine,PSFINBATCH,15.040568
PRCSYSPURGE,Application Engine,PSFINSERV,60.367761
PSXP_DIRCLN,Application Engine,PSFINSERV,15.014976
PRCSSRVCLN,Application Engine,PSFINSERV,15.186181
PSXPARCHATTR,Application Engine,PSFINSERV,15.033475
PSXP_DIRCLN,Application Engine,PSFINSERV,15.019125
VGLA0001,Application Engine,NVBATCH,75.133116
RPTBOOK,nVision-ReportBook,NVBATCH,746.126825
RPTBOOK,nVision-ReportBook,NVBATCH,1788.798092
RPTBOOK,nVision-ReportBook,NVBATCH,1968.820846
RPTBOOK,nVision-ReportBook,NVBATCH,2059.284476
RPTBOOK,nVision-ReportBook,NVBATCH,358.840392
RPTBOOK,nVision-ReportBook,NVBATCH,44.1958
RPTBOOK,nVision-ReportBook,NVBATCH,405.302902
RPTBOOK,nVision-ReportBook,NVBATCH,1322.144641
APY1090-,Crystal,PSFINBATCH,18.085502
APY1090-,Crystal,PSFINBATCH,11.983552
APY1090-,Crystal,PSFINBATCH,12.501985
APY1090-,Crystal,PSFINBATCH,12.406935
APY1090-,Crystal,PSFINBATCH,12.51931
VAPA0004,Application Engine,PSFINBATCH,14.131483
VAPA0003,Application Engine,PSFINBATCH,15.498097
V_PV_APR,SQR Report,PSFINBATCH,59.513325
AP_VCHRBLD,Application Engine,PSFINBATCH,182.321133
VAPS0003,SQR Report,PSFINBATCH,38.535539
VAPA0005,Application Engine,PSFINBATCH,15.070533
VFSA0001,Application Engine,PSFINBATCH,15.046329
PV_AUTO_SRC,Application Engine,r.bell,75.415013
PV_AUTO_SRC,Application Engine,t.nowlin,60.204259
VFSA0001,Application Engine,PSFINBATCH,15.001075
IN_FUL_DPL,Application Engine,k.andrews,30.002754
V_UPDSTG_EXP,Application Engine,k.andrews,15.006703
V_UPDSTG_EXP,Application Engine,k.andrews,15.018335
INPSSTGE,COBOL SQL,k.andrews,14.175641
IN_FUL_DPL,Application Engine,k.andrews,15.056559
INPSSTGE,COBOL SQL,k.andrews,14.691559
INS3500,SQR Report,k.andrews,12.211244
V_UPDSTG_EXP,Application Engine,k.andrews,15.035312
INPPPTWY,COBOL SQL,k.andrews,14.825044
INS3500,SQR Report,k.andrews,13.449198
INPPPTWY,COBOL SQL,k.andrews,14.765654
INPSSTGE,COBOL SQL,k.andrews,14.741375
POPO005,SQR Report,r.bell,5.915938
INS3500,SQR Report,k.andrews,13.684799
PV_AUTO_SRC,Application Engine,r.bell,59.508899
INPPPTWY,COBOL SQL,k.andrews,14.594453
POPO005,SQR Report,t.nowlin,13.844679
